DATE,T2M,T2M_MIN,T2M_MAX,T2MDEW,UV_INDEX,CLOUD,PRECIP
12/21/2025,5.605,1.325,7.74,0.77,NA,NA,0
12/22/2025,1.055,-0.835,3.07,-4.46,NA,NA,0
12/23/2025,3.865,2.965,5.405,0.845,NA,NA,4.195
12/24/2025,3.73,1.73,5.755,1.265,NA,NA,0.665
12/25/2025,1.74,-2.755,5.2,-1.525,NA,NA,0.235
12/26/2025,-2.62,-3.695,-1.54,-5.845,NA,NA,5.7
12/27/2025,0.13,-1.68,1.165,-2.74,NA,NA,3.87
12/28/2025,1.31,-1.02,4.365,-2.855,NA,NA,0.12
12/29/2025,6.66,2.555,8.38,5.455,NA,NA,11.055
12/30/2025,-0.245,-1.435,1.81,-5.235,NA,NA,0.335
12/31/2025,0.35,-0.775,1.14,-5.33,NA,NA,0.125
